data_ora,latitudine,longitudine,mag_x,mag_y,mag_z,nord,accel_x,accel_y,accel_z,accel_pitch,accel_roll,accel_yaw,gyro_x,gyro_y,gyro_z,gyro_pitch,gyro_roll,gyro_yaw,pitch,roll,yaw,temperatura,temperatura2,pressione,umidita
2019-04-05_16:22:35.248694,44:03:08.9,-27:40:43.6,16.89244270324707,12.532108306884766,55.03855895996094,79.26513078975253,-0.002221520757302642,0.025007635354995728,0.014621810987591743,2.06871104722736,89.44264540782679,79.13905915805243,0.27234208583831787,0.09488701820373535,1.8909573554992676e-05,2.0782487660730484,89.19619169200521,79.2477342979365,2.0796241954171597,89.4597482015085,79.34151279524077,33.52790069580078,33.52790069580078,983.893798828125,34.553367614746094
2019-04-05_16:22:50.439520,44:32:10.9,-26:33:50.2,16.717029571533203,12.521499633789062,54.716651916503906,20.492908557376275,-0.002715192036703229,0.024522049352526665,0.013403326272964478,2.8969679605134324,56.47341790682362,21.366824431490237,0.26928776502609253,0.09458158910274506,0.0009352071210741997,3.00451014276893,56.819250875068875,21.434559417489254,3.04959430048948,57.05400447684221,21.50442371496202,33.52790069580078,33.52790069580078,983.879150390625,33.66666793823242
2019-04-05_16:23:05.703862,45:00:28.6,-25:25:46.6,16.746456146240234,12.650983810424805,55.15858459472656,78.09589119630556,-0.0017278495943173766,0.027192767709493637,0.01364702358841896,2.3791775093937013,89.77646407332199,77.98421077318667,0.2708149254322052,0.09610874950885773,-0.0002865232527256012,2.4467078031610288,89.49613261921715,78.09004455437602,2.44781002493834,89.73784618375474,78.17608444735068,33.60379409790039,33.60379409790039,983.9140625,33.644405364990234
2019-04-05_16:23:20.936593,45:28:00.5,-24:16:32.3,16.935068130493164,12.001220703125,56.37040710449219,23.849162770230283,-0.0012341781985014677,0.027435559779405594,0.011210055090487003,3.012026125620294,57.68766844690097,24.676360150421356,0.26928776502609253,0.10038480162620544,0.0018515046685934067,3.0357051108122586,57.987739147707146,24.752849731389038,3.0953787660433676,58.31385335981857,24.850471917648736,33.50892639160156,33.50892639160156,983.917236328125,33.88555908203125
2019-04-05_16:23:36.248962,45:56:30.4,-23:01:22.8,16.73680877685547,12.320451736450195,56.674560546875,78.97726563699317,-0.002715192036703229,0.02549321949481964,0.014865507371723652,2.16849648246325,89.97137718166664,78.85624834527889,0.2708149254322052,0.09549789130687714,0.0009352071210741997,2.2553679509693496,89.79761033899234,78.98319424119273,2.2562787140064886,90.04129782820006,79.06797054917094,33.546875,33.546875,983.911376953125,33.9857292175293
2019-04-05_16:23:51.528338,46:22:22.8,-21:49:41.7,16.370079040527344,12.155939102172852,55.92625427246094,49.59176326141482,-0.0019746851176023483,0.02549321949481964,0.01364702358841896,3.4258969560655737,58.55244552790546,49.90823324641819,0.2698986232280731,0.09824678301811218,0.0015460718423128128,3.4423839655049266,58.948002273308404,50.00372953629873,3.4869897965401644,59.19350659283535,50.07571973015066,33.56584930419922,33.56584930419922,983.89404296875,33.50713348388672
2019-04-05_16:24:06.868425,46:47:24.9,-20:36:49.6,16.363990783691406,11.803808212280273,56.798919677734375,81.46848151410694,-0.0012341781985014677,0.026464389637112617,0.013159629888832569,2.111077856875303,90.07358413240671,81.3296647494156,0.2702040672302246,0.0976359099149704,0.00032434146851301193,2.147304539902816,89.84746388974428,81.42527373741744,2.145452277977273,90.08806413344715,81.51190102666071,33.60379409790039,33.60379409790039,983.889892578125,35.07648468017578
2019-04-05_16:24:22.120688,47:13:09.8,-19:17:48.1,16.312034606933594,11.31294059753418,56.72052764892578,50.74233594786015,-0.0019746851176023483,0.02622159756720066,0.011697448790073395,2.990099297393849,56.77898349481706,51.042252969409994,0.269593209028244,0.0973304808139801,0.00032434146851301193,3.129437504339636,57.21519694125451,51.11805440881879,3.181162313480731,57.49382084806684,51.2006655468301,33.50892639160156,33.50892639160156,983.943115234375,33.55907440185547
2019-04-05_16:24:37.481443,47:36:22.7,-18:02:30.4,15.981821060180664,11.137508392333984,56.6356315612793,82.1852347354189,-0.0014810138382017612,0.025978805497288704,0.013159629888832569,2.047559658915123,90.82544452605255,82.03838566826363,0.27203667163848877,0.09610874950885773,-0.0005919560790061951,2.068121516524623,90.50614684273279,82.12894714646883,2.0672483195279194,90.91214694737668,82.27024326982888,33.71763610839844,33.71763610839844,983.9541015625,33.51084518432617
2019-04-05_16:24:52.841708,47:58:40.4,-16:46:03.3,16.500797271728516,10.97033977508545,57.152713775634766,19.972313246385195,-0.0014810138382017612,0.024279257282614708,0.012915932573378086,2.586381543149793,54.755714123024624,20.881051132435175,0.2711203694343567,0.09671962261199951,0.0006297742947936058,2.660059220613544,55.15669745372315,20.952568335687086,2.7237142358005353,55.465322966464754,21.044065549808575,33.60379409790039,33.60379409790039,983.960205078125,33.032249450683594
2019-04-05_16:25:08.446282,48:21:24.8,-15:23:15.1,16.27005958557129,10.730475425720215,57.19571304321289,79.31106381192086,-0.002221520757302642,0.02622159756720066,0.013403326272964478,2.3135799457180757,89.82073735952201,79.21767463539928,0.2708149254322052,0.09549789130687714,0.0009352071210741997,2.2853896205793176,89.52325530041128,79.30467075485772,2.2853349790659574,89.78589656456577,79.39577181800736,33.64173889160156,33.64173889160156,983.971435546875,33.91524124145508
2019-04-05_16:25:23.802724,48:41:43.8,-14:04:28.1,16.069019317626953,10.522459983825684,58.95072937011719,48.35437204042946,-0.003949370235204697,0.027435559779405594,0.013890719972550869,3.5384051127344933,59.24583267206681,48.73938297375391,0.27264752984046936,0.09671962261199951,0.0012406399473547935,3.5618313809271673,59.52963386227001,48.81421794139516,3.6147171087837533,59.83609078995015,48.9075695518763,33.73660659790039,33.73660659790039,983.979736328125,34.015411376953125
2019-04-05_16:25:39.070916,49:02:18.0,-12:39:13.8,16.030736923217773,10.909070014953613,58.056068420410156,81.73122523109899,-0.004443041514605284,0.02549321949481964,0.012672236189246178,1.9951479888756187,89.76702475188902,81.58098155992622,0.2711203694343567,0.09885764122009277,-0.0008973889052867889,2.1377595639811346,89.66555546157932,81.75306817606469,2.1388991383554687,89.91502812101403,81.84196991830157,33.73660659790039,33.73660659790039,984.0078125,33.61472702026367
2019-04-05_16:25:54.430064,49:20:31.7,-11:18:13.3,16.259424209594727,10.35082721710205,58.12535095214844,52.42823495578898,-0.0024683563970029354,0.02694997750222683,0.010722661390900612,3.1940058438847054,56.86899514279408,52.715878127400316,0.269593209028244,0.09671962261199951,-0.0005919560790061951,3.2560438117856965,57.30521883451528,52.806572794294325,3.3054864839703613,57.57098832530965,52.887466139729376,33.6796875,33.6796875,983.998779296875,33.71489715576172
2019-04-05_16:26:09.709420,49:37:42.5,-9:56:11.4,16.216398239135742,10.15748119354248,57.434303283691406,82.02300408225277,-0.0012341781985014677,0.02622159756720066,0.012428538873791695,2.019688645120063,89.82936388844374,81.86623758042263,0.26867690682411194,0.09397071599960327,-0.0002865232527256012,2.054373626385857,89.65370508336935,81.97777456956894,2.0546999813621367,89.89757015749548,82.06537857586352,33.69866180419922,33.69866180419922,983.986083984375,33.896690368652344
2019-04-05_16:26:25.043305,49:54:51.4,-8:27:36.4,16.59394645690918,9.390997886657715,58.020286560058594,53.11999993002246,-0.0007405069191008806,0.026464389637112617,0.012915932573378086,3.1134601977670955,56.68556358244421,53.38557476042548,0.2698986232280731,0.09549789130687714,1.8909573554992676e-05,3.156152935504495,57.18771567512896,53.47705831416863,3.2025158327037184,57.43471239098955,53.54996033827476,33.62276840209961,33.62276840209961,983.9951171875,33.904109954833984
2019-04-05_16:26:40.361203,50:09:48.1,-7:03:35.4,16.46097183227539,9.011265754699707,58.27677917480469,82.45605856619909,-0.0009873425588011742,0.025007635354995728,0.01023526769131422,2.3553710984850333,89.19880765445733,82.29023523352951,0.27234208583831787,0.09610874950885773,-0.0012028217315673828,2.4450790164873926,89.01336118830231,82.3914586370291,2.4442038984999845,89.33632668320637,82.5077357774594,33.66071319580078,33.66071319580078,983.9736328125,33.651824951171875
2019-04-05_16:26:55.586978,50:23:37.9,-5:38:41.2,16.433542251586914,9.014158248901367,57.80669403076172,84.02703622624787,-0.0019746851176023483,0.02403646521270275,0.012672236189246178,0.16111754577484236,91.78873342545613,83.86715515815621,0.27203667163848877,0.09397071599960327,0.0012406399473547935,0.19724258971781167,91.51636597192353,83.98246241172437,0.19446951957457329,91.7583527440279,84.06924679531855,33.64173889160156,33.64173889160156,983.977294921875,33.047088623046875
2019-04-05_16:27:10.893984,50:36:19.7,-4:12:57.1,15.78170108795166,8.721495628356934,58.65105438232422,23.028305513136274,-0.0017278495943173766,0.026707183569669724,0.011941145174205303,2.3084976446453513,55.308115917433156,23.925857256873062,0.2717312276363373,0.10038480162620544,0.0006297742947936058,2.362957304218802,55.77745919643975,23.99942351687598,2.412266360827828,56.02345870468152,24.071857673023963,33.69866180419922,33.69866180419922,983.992431640625,34.14155197143555
2019-04-05_16:27:26.158679,50:48:35.9,-2:40:39.0,15.55616283416748,9.080793380737305,58.828346252441406,80.27360139051574,-0.0024683563970029354,0.026707183569669724,0.012915932573378086,2.2949220033397166,89.43623869038531,80.17274681723133,0.26837146282196045,0.09855221211910248,0.0012406399473547935,2.2900087494489503,89.20367074914638,80.25750946483119,2.2912050997707603,89.51656171502466,80.36655343493044,33.69866180419922,33.69866180419922,983.997802734375,33.25114059448242
2019-04-05_16:27:41.320812,50:58:53.4,-1:13:23.2,15.464741706848145,8.596150398254395,59.37098693847656,54.93913543809073,-0.0029620276764035225,0.026707183569669724,0.012428538873791695,3.3322441769307094,58.00668609246476,55.21682019389218,0.26928776502609253,0.0976359099149704,0.0006297742947936058,3.435562100627965,58.37536604348371,55.28868402924447,3.4949634020659195,58.688823915063104,55.38596982868755,33.77455139160156,33.77455139160156,983.998046875,33.87071990966797
2019-04-05_16:27:56.571541,51:07:59.6,0:14:30.8,15.616253852844238,7.905910015106201,58.88677978515625,83.07170449722736,-0.0029620276764035225,0.02622159756720066,0.014865507371723652,2.1752359581833485,90.33018750933492,82.91245180653934,0.26928776502609253,0.09794135391712189,-0.0005919560790061951,2.2405058862222247,90.05834598036841,83.01626385173437,2.24021709728638,90.30462211127157,83.10251548057327,33.6796875,33.6796875,984.005615234375,34.10816192626953
